5.966398018612288912e-01 1.061923840568717164e-01 2.758877919259794531e-02
8.524991447698011815e-02 6.954970811221612426e-01 2.212491456674309243e-01
1.669512988427016009e-02 1.711063350006066519e-01 9.427796691203970125e-01
7.147152979559849850e-01 3.802336107477196636e-01 2.484500889602648532e-01
3.594288392466037929e-01 5.054829020071028856e-01 1.056462480574034690e-01
1.592000406788499356e-01 2.575633625096323542e-01 6.055380949967400506e-01
8.880325865425351406e-01 9.813150155005549991e-01 1.014782574765089457e-01
9.714740072162988405e-01 1.018451426860965542e-01 7.456187535017071433e-01
1.668534823981342452e-01 8.175887511441712885e-01 7.133327744355801858e-01
4.218603029251427050e-01 6.257454896832960189e-01 3.131938840774843857e-01
4.708867369440857265e-01 3.373677452519989739e-01 6.459925529501275854e-01
2.844540021802870466e-01 5.042040180365169322e-01 7.621520268753613214e-01
7.666547040121850509e-01 4.756470547924940284e-01 1.951373555049050190e-01
9.077261358760394527e-01 5.380707627252644121e-02 4.595224696392185559e-01
5.046885058161880711e-01 9.162901180882768726e-01 1.805823114008726915e-01
5.593975666771326960e-01 1.540815997333653820e-01 8.228832139549550062e-01
-8.913872343979142854e-02 7.599293909237083700e-01 5.971037620297590109e-01
9.215470439008516257e-02 3.300350056292297163e-01 9.742720933196160615e-01
7.553734976562154202e-01 5.342621091705059833e-01 5.027876920187378529e-01
5.377709586724966906e-01 3.282134419706110862e-01 5.019154206007090391e-01
