9.499999999999999556e-01 3.300000000000000155e-02 1.799999999999999933e-01
4.399999999999999745e-02 3.669999999999999929e-01 9.000000000000000222e-01
5.440000000000000391e-01 6.999999999999999556e-01 3.800000000000000044e-01
2.939999999999999836e-01 1.449999999999999900e-01 5.799999999999999600e-01
7.940000000000000391e-01 4.779999999999999805e-01 7.800000000000000266e-01
1.690000000000000113e-01 8.110000000000000542e-01 4.100000000000000172e-02
6.690000000000000391e-01 2.560000000000000053e-01 9.799999999999999822e-01
4.189999999999999836e-01 5.889999999999999680e-01 2.409999999999999920e-01
9.190000000000000391e-01 9.220000000000000417e-01 4.410000000000000031e-01
1.059999999999999970e-01 9.500000000000000111e-02 6.410000000000000142e-01
