4.230175544791808795e-01 2.289822343323452969e-01 3.343965232232261053e-01
8.522334436084332276e-01 1.336348747635168199e-01 9.976890327649159951e-03
2.931478427158686895e-01 6.112992657599427559e-01 2.233851303964583812e-01
0.000000000000000000e+00 8.889793381308110920e-01 0.000000000000000000e+00
2.322285699360628064e-01 2.980534164570812217e-01 4.801302317479228532e-01
1.349523128496418756e-01 0.000000000000000000e+00 8.137538694497666869e-01
3.081004492981607723e-01 4.733398889666787790e-01 2.564721516637277210e-01
4.684315596522568570e-01 2.018210156900966668e-01 4.595688596502012779e-01
1.844617112156474448e-01 3.900800818005327186e-01 3.816674543836680589e-01
5.438655032850038262e-01 2.874968767908784861e-01 2.600608181564998955e-01
2.878954084007718794e-01 4.219432219488617464e-01 6.584234180285986060e-02
4.121577376587051145e-01 2.705509171552995529e-01 1.761091836107479269e-01
4.489770436888563809e-01 8.609915780301041766e-03 3.925273523056643232e-01
4.113694377039979755e-01 4.835752321296952205e-01 3.546640257019981202e-01
1.163953225835144684e-01 4.128048661104211092e-01 4.244622079420835026e-01
2.835064723867715131e-01 3.389724892209310392e-01 3.593006645641904084e-01
1.963126555151832042e-01 2.154606343597134654e-01 5.902870673850832972e-01
