7.422286667418400707e-01 6.529384432787466164e-01 3.188392942208932990e-01
4.457388270133333386e-01 1.000842512476931123e+00 6.648700971514856506e-02
3.639377593119490217e-02 2.021428937695372574e-01 1.038780201319254859e-01
8.752497663634564162e-01 5.662944632341322393e-01 -1.483187028063049362e-01
7.736851563506927931e-01 8.156085842408014042e-01 1.838306689509070502e-01
-7.048047759616604679e-01 -5.493744231991948279e-01 3.953678296596297992e-01
6.270523053496127597e-01 1.568636409012103439e+00 -2.971816555920671066e-01
8.170359869157203248e-01 -8.233095797492204215e-02 9.573922612637059126e-01
-1.759668551911277856e-01 1.113596920151389780e+00 6.272306342475914009e-01
4.125506307069159995e-02 6.068997201970117716e-01 3.732883010257773138e-01
4.820285757613676503e-01 4.044449259208888203e-01 1.165661934413791068e+00
2.357584582511967897e-02 7.954626825231311260e-01 1.008923188465268739e+00
3.598915977201998517e-01 8.115830397641667915e-01 7.902083041627361304e-01
5.701113361190357498e-01 3.244414413125189522e-01 4.648896830549674730e-01
6.500166062783524490e-01 5.059759066038238551e-01 -1.367225029426306915e-02
1.700432345730480410e-01 4.346643353039975066e-01 1.021897486673827515e+00
1.831319720667842210e-01 9.200983362532001442e-01 5.350558638234717002e-01
-6.102040786233513536e-01 4.880264278538257727e-01 7.521766775559560747e-01
9.697939312499604947e-01 2.657983812694147963e-01 2.922023987145981883e-01
3.699805224629135747e-01 -7.105766438651293093e-01 2.788501021824426607e-01
