4.000138447006620912e-01 7.600771629881467040e-02 1.882499154830491461e-01
4.005319947544392495e-02 7.959510217076033456e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 9.328500121623564123e-01
3.995190964116260846e-01 3.650588100765195243e-01 3.264740925277821448e-01
2.371190999298282143e-01 8.758019453891602302e-01 5.447479959564783814e-01
3.073213136478999963e-01 1.672272742048661887e-01 3.863335986088390905e-01
8.247412343304209026e-01 8.074749571852485319e-01 7.631124345609724413e-03
8.532217516865698848e-01 4.861296333974529649e-01 1.000000000000000000e+00
2.645388159491099955e-01 1.000000000000000000e+00 5.582325632128067872e-01
3.392848949404824177e-01 7.721951227513371707e-01 4.129680999317999479e-01
4.819128842505651100e-01 3.665822901732012640e-01 4.035750824158917949e-01
3.706379052689305342e-01 7.618889863534061835e-01 6.488312903113047092e-01
1.000000000000000000e+00 3.504134163036147775e-01 2.669085262755339083e-01
6.723128839945384794e-01 2.857682722559632404e-01 4.452724706244644559e-01
6.544947304997857929e-01 8.771681556833493820e-01 0.000000000000000000e+00
6.158973248839848535e-01 0.000000000000000000e+00 6.237600162336474074e-01
2.473637173361140085e-01 7.203478062252910430e-01 3.805500198837054593e-01
2.874007092046121370e-01 1.395756275203032803e-01 8.882406014138677364e-01
8.571443407484159449e-01 3.875196873956764931e-01 3.925532573038363893e-01
4.981837517745009158e-01 4.709608485910280473e-01 1.577604803419448420e-01
